Solar_Radiation (W/m2),Temperature (C),Energy_Generated_kWh
251.0,28.2,188.25
573.0,30.0,429.75
597.0,29.9,447.75
536.0,30.1,402.0
637.0,29.7,477.75
529.0,29.4,396.75
621.0,30.6,465.75
476.0,30.1,357.0
151.0,28.0,113.25
97.0,27.4,72.75
12.0,26.9,9.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.3,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.6,0.0
0.0,25.5,0.0
2.0,26.0,1.5
49.0,26.6,36.75
174.0,27.5,130.5
378.0,28.3,283.5
369.0,28.1,276.75
366.0,28.5,274.5
446.0,29.1,334.5
688.0,30.6,516.0
456.0,29.5,342.0
549.0,30.2,411.75
428.0,30.5,321.0
259.0,29.4,194.25
140.0,28.8,105.0
27.0,28.1,20.25
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,25.9,0.0
0.0,25.3,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.2,0.0
0.0,25.5,0.0
0.0,26.0,0.0
2.0,25.1,1.5
42.0,25.0,31.5
77.0,25.1,57.75
215.0,25.7,161.25
148.0,25.8,111.0
438.0,27.8,328.5
431.0,28.1,323.25
541.0,29.4,405.75
569.0,30.3,426.75
387.0,30.1,290.25
398.0,30.4,298.5
164.0,29.6,123.0
120.0,30.2,90.0
20.0,28.8,15.0
0.0,28.1,0.0
0.0,27.8,0.0
0.0,27.6,0.0
0.0,27.4,0.0
0.0,27.1,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.0,0.0
0.0,26.0,0.0
1.0,26.9,0.75
40.0,26.1,30.0
52.0,26.0,39.0
118.0,25.9,88.5
94.0,26.0,70.5
165.0,26.1,123.75
328.0,27.6,246.0
252.0,28.2,189.0
574.0,29.8,430.5
519.0,30.2,389.25
428.0,30.5,321.0
257.0,28.5,192.75
45.0,27.6,33.75
8.0,27.4,6.0
0.0,26.9,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.1,0.0
2.0,26.5,1.5
65.0,26.9,48.75
118.0,27.3,88.5
201.0,27.9,150.75
253.0,28.4,189.75
434.0,29.6,325.5
437.0,30.2,327.75
634.0,31.2,475.5
556.0,31.5,417.0
552.0,31.2,414.0
358.0,31.0,268.5
246.0,28.9,184.5
103.0,28.4,77.25
16.0,27.7,12.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.6,0.0
3.0,26.1,2.25
38.0,26.8,28.5
158.0,27.9,118.5
366.0,28.7,274.5
463.0,29.5,347.25
473.0,29.8,354.75
515.0,30.3,386.25
431.0,30.1,323.25
576.0,30.9,432.0
518.0,31.0,388.5
455.0,31.1,341.25
283.0,30.4,212.25
128.0,29.5,96.0
28.0,28.5,21.0
0.0,27.8,0.0
0.0,27.5,0.0
0.0,27.2,0.0
0.0,27.1,0.0
0.0,27.1,0.0
0.0,27.4,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.5,0.0
4.0,27.0,3.0
87.0,27.9,65.25
208.0,28.8,156.0
168.0,28.3,126.0
326.0,28.2,244.5
188.0,28.0,141.0
523.0,28.5,392.25
343.0,29.0,257.25
405.0,29.1,303.75
188.0,28.0,141.0
168.0,28.5,126.0
120.0,28.2,90.0
125.0,28.2,93.75
18.0,27.6,13.5
0.0,27.5,0.0
0.0,27.4,0.0
0.0,27.4,0.0
0.0,27.5,0.0
0.0,27.3,0.0
0.0,27.0,0.0
0.0,27.0,0.0
0.0,26.7,0.0
0.0,26.8,0.0
0.0,26.8,0.0
1.0,27.0,0.75
38.0,27.5,28.5
135.0,28.2,101.25
162.0,28.5,121.5
231.0,29.0,173.25
365.0,30.0,273.75
484.0,29.9,363.0
580.0,30.3,435.0
596.0,30.7,447.0
485.0,29.3,363.75
312.0,29.9,234.0
328.0,28.9,246.0
107.0,27.7,80.25
13.0,27.3,9.75
0.0,27.0,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.4,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.6,0.0
1.0,26.6,0.75
65.0,27.1,48.75
167.0,27.7,125.25
299.0,28.4,224.25
451.0,29.1,338.25
466.0,29.5,349.5
290.0,29.5,217.5
661.0,30.6,495.75
499.0,30.6,374.25
601.0,30.6,450.75
332.0,29.6,249.0
316.0,29.4,237.0
127.0,28.4,95.25
21.0,27.9,15.75
0.0,27.4,0.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.7,0.0
0.0,26.8,0.0
0.0,26.9,0.0
0.0,26.6,0.0
0.0,26.6,0.0
0.0,26.6,0.0
1.0,26.4,0.75
18.0,26.4,13.5
54.0,26.8,40.5
101.0,27.3,75.75
310.0,28.8,232.5
178.0,29.1,133.5
485.0,29.4,363.75
431.0,29.2,323.25
362.0,29.5,271.5
389.0,29.6,291.75
351.0,29.2,263.25
99.0,28.4,74.25
79.0,28.2,59.25
19.0,27.2,14.25
0.0,27.0,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.4,0.0
0.0,26.4,0.0
1.0,26.4,0.75
20.0,26.5,15.0
48.0,26.7,36.0
94.0,27.1,70.5
138.0,27.3,103.5
130.0,27.2,97.5
328.0,27.8,246.0
348.0,28.0,261.0
279.0,27.5,209.25
96.0,27.0,72.0
54.0,26.8,40.5
65.0,26.6,48.75
25.0,26.1,18.75
5.0,26.0,3.75
0.0,26.1,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.1,0.0
2.0,26.2,1.5
66.0,26.9,49.5
207.0,28.1,155.25
280.0,28.1,210.0
264.0,28.2,198.0
621.0,30.6,465.75
302.0,28.0,226.5
241.0,27.7,180.75
332.0,28.2,249.0
357.0,28.1,267.75
302.0,27.9,226.5
130.0,27.5,97.5
19.0,26.6,14.25
4.0,26.5,3.0
0.0,26.3,0.0
0.0,26.3,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.0,0.0
1.0,26.3,0.75
26.0,26.5,19.5
117.0,27.4,87.75
318.0,28.2,238.5
317.0,28.1,237.75
336.0,28.2,252.0
371.0,27.6,278.25
200.0,27.4,150.0
242.0,27.4,181.5
181.0,27.5,135.75
130.0,27.5,97.5
112.0,27.5,84.0
18.0,26.3,13.5
2.0,26.2,1.5
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.5,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.5,0.0
1.0,26.3,0.75
29.0,26.5,21.75
53.0,26.0,39.75
107.0,26.7,80.25
181.0,27.0,135.75
277.0,27.6,207.75
594.0,29.1,445.5
557.0,29.5,417.75
237.0,27.8,177.75
285.0,27.5,213.75
206.0,27.0,154.5
149.0,27.0,111.75
49.0,27.1,36.75
13.0,26.8,9.75
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.6,0.0
0.0,25.8,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.0,0.0
3.0,26.6,2.25
81.0,27.4,60.75
251.0,28.6,188.25
375.0,29.3,281.25
558.0,29.6,418.5
682.0,30.2,511.5
766.0,31.0,574.5
834.0,31.6,625.5
661.0,31.6,495.75
634.0,30.4,475.5
470.0,30.0,352.5
267.0,29.5,200.25
92.0,27.6,69.0
18.0,27.4,13.5
0.0,27.2,0.0
0.0,27.2,0.0
0.0,27.2,0.0
0.0,27.3,0.0
0.0,27.1,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.4,0.0
2.0,26.6,1.5
29.0,26.8,21.75
81.0,27.1,60.75
197.0,27.7,147.75
331.0,28.6,248.25
349.0,28.5,261.75
322.0,29.0,241.5
405.0,29.4,303.75
352.0,29.3,264.0
354.0,29.3,265.5
346.0,29.0,259.5
203.0,28.4,152.25
29.0,26.6,21.75
9.0,26.5,6.75
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.0,0.0
1.0,26.5,0.75
54.0,27.0,40.5
200.0,28.1,150.0
337.0,28.5,252.75
483.0,29.8,362.25
705.0,30.8,528.75
588.0,30.9,441.0
601.0,31.3,450.75
419.0,30.9,314.25
299.0,30.3,224.25
380.0,29.8,285.0
105.0,28.3,78.75
12.0,27.0,9.0
2.0,26.6,1.5
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.4,0.0
0.0,26.4,0.0
0.0,26.3,0.0
0.0,26.2,0.0
0.0,26.2,0.0
1.0,26.5,0.75
13.0,26.6,9.75
28.0,26.5,21.0
30.0,26.5,22.5
94.0,26.5,70.5
185.0,27.0,138.75
173.0,27.0,129.75
70.0,26.5,52.5
184.0,27.0,138.0
305.0,27.2,228.75
171.0,27.1,128.25
85.0,26.7,63.75
46.0,26.8,34.5
6.0,26.3,4.5
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,26.0,0.0
19.0,26.1,14.25
90.0,26.9,67.5
354.0,28.5,265.5
426.0,29.1,319.5
564.0,30.0,423.0
758.0,31.5,568.5
816.0,32.0,612.0
780.0,31.6,585.0
665.0,31.2,498.75
482.0,30.5,361.5
339.0,30.0,254.25
162.0,28.8,121.5
25.0,27.8,18.75
0.0,27.4,0.0
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.4,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.0,0.0
3.0,26.3,2.25
87.0,27.4,65.25
243.0,28.2,182.25
447.0,29.5,335.25
499.0,30.5,374.25
398.0,29.2,298.5
758.0,31.2,568.5
832.0,31.9,624.0
729.0,30.5,546.75
670.0,31.1,502.5
463.0,29.8,347.25
313.0,29.8,234.75
150.0,29.0,112.5
24.0,28.0,18.0
0.0,27.5,0.0
0.0,27.5,0.0
0.0,27.5,0.0
0.0,27.5,0.0
0.0,27.2,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.5,0.0
0.0,25.8,0.0
0.0,26.1,0.0
2.0,26.4,1.5
68.0,27.1,51.0
195.0,28.1,146.25
254.0,28.0,190.5
399.0,29.0,299.25
498.0,28.8,373.5
425.0,29.0,318.75
432.0,28.8,324.0
456.0,28.8,342.0
230.0,28.5,172.5
208.0,28.0,156.0
107.0,27.9,80.25
97.0,27.8,72.75
14.0,27.3,10.5
0.0,27.0,0.0
0.0,27.0,0.0
0.0,26.7,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
2.0,26.0,1.5
80.0,26.9,60.0
232.0,28.2,174.0
205.0,27.9,153.75
269.0,28.4,201.75
276.0,28.5,207.0
212.0,28.0,159.0
231.0,27.9,173.25
209.0,28.1,156.75
266.0,28.5,199.5
315.0,29.0,236.25
149.0,28.2,111.75
76.0,26.6,57.0
7.0,26.0,5.25
0.0,26.0,0.0
0.0,25.8,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.7,0.0
0.0,25.7,0.0
0.0,25.7,0.0
0.0,25.8,0.0
0.0,25.7,0.0
1.0,25.9,0.75
36.0,25.9,27.0
114.0,26.1,85.5
75.0,26.1,56.25
118.0,26.6,88.5
279.0,27.8,209.25
501.0,29.4,375.75
475.0,29.0,356.25
276.0,28.0,207.0
193.0,28.0,144.75
257.0,27.9,192.75
51.0,26.9,38.25
28.0,26.3,21.0
4.0,26.3,3.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.9,0.0
1.0,26.2,0.75
72.0,27.0,54.0
167.0,28.0,125.25
267.0,28.2,200.25
546.0,29.5,409.5
605.0,30.3,453.75
173.0,27.9,129.75
170.0,27.3,127.5
305.0,27.6,228.75
234.0,27.9,175.5
173.0,27.1,129.75
45.0,26.9,33.75
46.0,26.4,34.5
7.0,26.1,5.25
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.2,0.0
0.0,25.4,0.0
0.0,25.5,0.0
1.0,25.9,0.75
26.0,26.0,19.5
116.0,26.8,87.0
258.0,27.5,193.5
279.0,27.2,209.25
298.0,28.1,223.5
363.0,29.1,272.25
309.0,28.5,231.75
365.0,29.2,273.75
475.0,29.6,356.25
424.0,29.5,318.0
325.0,29.2,243.75
90.0,28.1,67.5
18.0,27.4,13.5
0.0,27.2,0.0
0.0,27.2,0.0
0.0,27.2,0.0
0.0,26.8,0.0
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.6,0.0
1.0,26.0,0.75
66.0,26.5,49.5
242.0,27.5,181.5
414.0,28.6,310.5
459.0,28.2,344.25
765.0,30.5,573.75
657.0,30.2,492.75
687.0,30.5,515.25
539.0,30.4,404.25
601.0,30.5,450.75
411.0,29.9,308.25
332.0,29.2,249.0
94.0,26.4,70.5
15.0,26.4,11.25
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,25.9,0.0
0.0,25.5,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.5,0.0
1.0,25.5,0.75
55.0,25.8,41.25
210.0,27.2,157.5
347.0,27.4,260.25
484.0,29.0,363.0
513.0,29.0,384.75
677.0,29.8,507.75
832.0,30.9,624.0
718.0,30.5,538.5
700.0,30.6,525.0
526.0,30.1,394.5
296.0,29.2,222.0
154.0,28.4,115.5
19.0,27.5,14.25
0.0,27.2,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.7,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.4,0.0
2.0,25.9,1.5
76.0,26.7,57.0
183.0,27.0,137.25
356.0,28.1,267.0
547.0,28.2,410.25
598.0,29.5,448.5
617.0,30.5,462.75
571.0,29.1,428.25
787.0,31.0,590.25
543.0,29.6,407.25
531.0,30.0,398.25
289.0,29.5,216.75
134.0,27.4,100.5
16.0,26.8,12.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.2,0.0
0.0,25.0,0.0
0.0,24.9,0.0
2.0,25.2,1.5
70.0,26.4,52.5
196.0,27.1,147.0
323.0,28.4,242.25
289.0,28.8,216.75
562.0,29.6,421.5
717.0,30.3,537.75
412.0,29.5,309.0
406.0,29.2,304.5
381.0,29.1,285.75
236.0,28.7,177.0
211.0,28.2,158.25
70.0,27.5,52.5
11.0,27.0,8.25
0.0,26.7,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.8,0.0
1.0,26.3,0.75
70.0,27.0,52.5
234.0,27.5,175.5
288.0,28.2,216.0
501.0,29.4,375.75
435.0,29.4,326.25
553.0,29.5,414.75
717.0,30.9,537.75
340.0,28.5,255.0
399.0,28.6,299.25
97.0,26.6,72.75
122.0,27.4,91.5
76.0,26.2,57.0
8.0,25.9,6.0
0.0,26.2,0.0
0.0,26.3,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.2,0.0
1.0,25.5,0.75
71.0,26.4,53.25
163.0,27.4,122.25
347.0,27.8,260.25
489.0,28.9,366.75
623.0,29.9,467.25
569.0,29.2,426.75
571.0,29.8,428.25
475.0,29.2,356.25
407.0,28.0,305.25
368.0,28.3,276.0
142.0,26.8,106.5
119.0,27.5,89.25
9.0,26.5,6.75
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.0,0.0
0.0,25.0,0.0
1.0,25.4,0.75
41.0,25.9,30.75
70.0,26.2,52.5
329.0,27.5,246.75
550.0,28.9,412.5
595.0,28.1,446.25
575.0,29.3,431.25
645.0,30.4,483.75
667.0,29.5,500.25
558.0,29.1,418.5
378.0,29.5,283.5
212.0,28.5,159.0
110.0,27.6,82.5
11.0,27.0,8.25
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.6,0.0
1.0,25.8,0.75
29.0,26.1,21.75
90.0,26.7,67.5
144.0,27.0,108.0
323.0,28.4,242.25
497.0,29.4,372.75
791.0,30.4,593.25
739.0,30.2,554.25
622.0,30.5,466.5
625.0,30.9,468.75
531.0,30.7,398.25
348.0,29.8,261.0
152.0,28.8,114.0
17.0,27.6,12.75
0.0,26.9,0.0
0.0,26.5,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.6,0.0
0.0,25.5,0.0
0.0,25.3,0.0
1.0,25.7,0.75
71.0,26.6,53.25
231.0,27.5,173.25
393.0,28.8,294.75
366.0,29.2,274.5
584.0,29.7,438.0
659.0,29.8,494.25
785.0,31.1,588.75
747.0,31.2,560.25
696.0,31.3,522.0
456.0,30.6,342.0
351.0,29.9,263.25
143.0,28.5,107.25
16.0,27.5,12.0
0.0,27.0,0.0
0.0,26.6,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,26.0,0.0
1.0,26.5,0.75
38.0,26.7,28.5
97.0,27.0,72.75
191.0,27.7,143.25
506.0,29.1,379.5
277.0,28.7,207.75
787.0,30.3,590.25
731.0,31.0,548.25
647.0,31.0,485.25
719.0,31.2,539.25
559.0,30.5,419.25
283.0,29.4,212.25
136.0,28.5,102.0
15.0,27.5,11.25
0.0,27.1,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.3,0.0
0.0,26.2,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.6,0.0
1.0,26.1,0.75
58.0,26.8,43.5
212.0,27.5,159.0
448.0,28.7,336.0
529.0,29.4,396.75
642.0,30.3,481.5
634.0,29.9,475.5
782.0,30.4,586.5
769.0,31.1,576.75
664.0,30.9,498.0
541.0,30.5,405.75
329.0,29.8,246.75
143.0,28.9,107.25
14.0,27.7,10.5
0.0,27.1,0.0
0.0,26.9,0.0
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,25.9,0.0
0.0,25.9,0.0
0.0,25.8,0.0
1.0,25.8,0.75
73.0,26.5,54.75
198.0,27.5,148.5
400.0,29.0,300.0
481.0,29.7,360.75
702.0,30.6,526.5
663.0,30.8,497.25
788.0,31.2,591.0
808.0,31.8,606.0
631.0,31.5,473.25
522.0,31.2,391.5
341.0,30.5,255.75
139.0,29.5,104.25
14.0,28.1,10.5
0.0,27.1,0.0
0.0,27.0,0.0
0.0,26.9,0.0
0.0,26.3,0.0
0.0,26.3,0.0
0.0,26.5,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.5,0.0
1.0,26.5,0.75
65.0,27.1,48.75
242.0,27.8,181.5
445.0,28.6,333.75
597.0,29.5,447.75
742.0,30.6,556.5
720.0,31.0,540.0
828.0,31.5,621.0
671.0,31.7,503.25
664.0,32.3,498.0
539.0,31.6,404.25
354.0,30.8,265.5
127.0,31.0,95.25
13.0,29.6,9.75
0.0,28.8,0.0
0.0,28.0,0.0
0.0,27.4,0.0
0.0,26.9,0.0
0.0,26.5,0.0
0.0,26.3,0.0
0.0,26.1,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,25.9,0.0
1.0,26.6,0.75
78.0,27.5,58.5
252.0,28.8,189.0
457.0,30.1,342.75
576.0,31.0,432.0
705.0,31.5,528.75
784.0,32.0,588.0
849.0,32.7,636.75
780.0,33.0,585.0
607.0,31.2,455.25
382.0,30.0,286.5
251.0,30.6,188.25
122.0,31.8,91.5
12.0,30.4,9.0
0.0,29.5,0.0
0.0,28.6,0.0
0.0,27.9,0.0
0.0,27.1,0.0
0.0,26.6,0.0
0.0,26.2,0.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.8,0.0
0.0,25.6,0.0
1.0,26.3,0.75
74.0,27.2,55.5
249.0,28.5,186.75
403.0,29.0,302.25
510.0,29.8,382.5
670.0,31.2,502.5
460.0,29.5,345.0
480.0,28.9,360.0
556.0,30.0,417.0
505.0,30.9,378.75
325.0,30.6,243.75
219.0,30.1,164.25
40.0,27.8,30.0
2.0,27.2,1.5
0.0,27.0,0.0
0.0,26.8,0.0
0.0,26.6,0.0
0.0,26.4,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
0.0,26.1,0.0
0.0,26.0,0.0
0.0,26.0,0.0
1.0,25.9,0.75
66.0,26.6,49.5
164.0,27.3,123.0
440.0,28.6,330.0
566.0,30.1,424.5
314.0,29.4,235.5
544.0,27.5,408.0
618.0,29.7,463.5
640.0,30.3,480.0
670.0,31.2,502.5
463.0,29.9,347.25
284.0,29.5,213.0
74.0,29.1,55.5
9.0,28.4,6.75
0.0,27.9,0.0
0.0,27.8,0.0
0.0,27.5,0.0
0.0,27.1,0.0
0.0,26.9,0.0
0.0,26.6,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,25.5,0.0
1.0,26.5,0.75
52.0,27.0,39.0
204.0,28.3,153.0
396.0,29.1,297.0
553.0,29.9,414.75
403.0,29.7,302.25
328.0,28.2,246.0
138.0,28.2,103.5
215.0,28.5,161.25
353.0,29.3,264.75
461.0,29.9,345.75
267.0,30.0,200.25
96.0,30.5,72.0
9.0,29.1,6.75
0.0,28.8,0.0
0.0,28.5,0.0
0.0,28.0,0.0
0.0,27.1,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.2,0.0
0.0,26.1,0.0
0.0,25.8,0.0
0.0,25.5,0.0
0.0,26.4,0.0
31.0,26.2,23.25
91.0,26.2,68.25
87.0,26.4,65.25
170.0,26.5,127.5
245.0,27.1,183.75
251.0,27.7,188.25
430.0,28.4,322.5
447.0,29.0,335.25
435.0,29.7,326.25
319.0,29.7,239.25
217.0,27.5,162.75
37.0,27.5,27.75
2.0,27.4,1.5
0.0,27.1,0.0
0.0,26.9,0.0
0.0,26.8,0.0
0.0,26.5,0.0
0.0,26.4,0.0
0.0,26.2,0.0
0.0,26.0,0.0
0.0,25.8,0.0
0.0,25.3,0.0
0.0,24.9,0.0
0.0,24.9,0.0
21.0,24.9,15.75
71.0,25.1,53.25
86.0,25.5,64.5
205.0,26.9,153.75
240.0,27.1,180.0
124.0,26.0,93.0
124.0,26.2,93.0
124.0,26.8,93.0
115.0,26.8,86.25
145.0,26.2,108.75
57.0,26.0,42.75
34.0,25.6,25.5
2.0,25.5,1.5
0.0,25.3,0.0
0.0,25.3,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.1,0.0
5.0,25.3,3.75
17.0,25.5,12.75
23.0,25.4,17.25
37.0,25.5,27.75
128.0,26.0,96.0
209.0,26.4,156.75
200.0,26.1,150.0
156.0,26.1,117.0
163.0,26.0,122.25
84.0,25.9,63.0
80.0,25.9,60.0
15.0,25.5,11.25
2.0,25.4,1.5
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.1,0.0
0.0,25.2,0.0
0.0,25.2,0.0
0.0,25.4,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.4,0.0
0.0,25.3,0.0
3.0,25.3,2.25
10.0,25.4,7.5
20.0,25.5,15.0
38.0,25.6,28.5
44.0,25.8,33.0
73.0,25.9,54.75
70.0,25.8,52.5
70.0,25.8,52.5
35.0,25.8,26.25
34.0,26.0,25.5
25.0,25.8,18.75
9.0,25.9,6.75
1.0,25.7,0.75
0.0,25.8,0.0
0.0,25.8,0.0
0.0,25.7,0.0
0.0,25.5,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.0,0.0
0.0,25.1,0.0
0.0,25.3,0.0
0.0,25.0,0.0
34.0,25.0,25.5
134.0,25.9,100.5
260.0,26.6,195.0
348.0,27.7,261.0
364.0,27.6,273.0
435.0,28.7,326.25
392.0,28.7,294.0
372.0,28.5,279.0
256.0,27.9,192.0
224.0,27.8,168.0
174.0,27.4,130.5
68.0,27.3,51.0
6.0,26.2,4.5
0.0,26.0,0.0
0.0,25.9,0.0
0.0,25.7,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.1,0.0
0.0,25.1,0.0
0.0,24.9,0.0
0.0,25.0,0.0
0.0,24.9,0.0
0.0,24.8,0.0
16.0,24.9,12.0
39.0,25.4,29.25
20.0,25.6,15.0
103.0,26.3,77.25
312.0,27.9,234.0
447.0,29.1,335.25
658.0,29.0,493.5
712.0,29.9,534.0
479.0,29.1,359.25
333.0,28.9,249.75
150.0,28.1,112.5
62.0,26.8,46.5
4.0,26.2,3.0
0.0,25.9,0.0
0.0,25.8,0.0
0.0,25.8,0.0
0.0,25.8,0.0
0.0,25.6,0.0
0.0,25.4,0.0
0.0,25.2,0.0
0.0,25.5,0.0
0.0,25.2,0.0
0.0,25.5,0.0
0.0,25.9,0.0
45.0,26.0,33.75
113.0,27.0,84.75
353.0,28.2,264.75
546.0,28.1,409.5
476.0,29.1,357.0
636.0,29.2,477.0
597.0,28.4,447.75
676.0,30.1,507.0
558.0,28.4,418.5
389.0,28.4,291.75
255.0,27.6,191.25
85.0,26.9,63.75
5.0,26.0,3.75
